직무,경력,지역,연봉,기술,기술_개수
데이터 분석가,경력 3년차 이상,판교/분당,6408,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Excel'), np.str_('Tableau')]",4
데이터 분석가,신입,서울 강남구,3609,"[np.str_('SQL'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5921,"[np.str_('R'), np.str_('Tableau'), np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,8515,"[np.str_('Tableau'), np.str_('Excel'), np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,8746,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('SQL')]",5
데이터 분석가,신입,서울 성동구,3276,"[np.str_('Excel'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 성동구,3678,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5004,"[np.str_('Excel'), np.str_('R'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6356,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5571,"[np.str_('Python'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6580,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,판교/분당,7813,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,8212,"[np.str_('Tableau'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6174,"[np.str_('Tableau'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,7645,"[np.str_('Tableau'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6174,"[np.str_('R'), np.str_('Tableau'), np.str_('SQL'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6823,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6049,"[np.str_('R'), np.str_('SQL'), np.str_('Excel'), np.str_('Tableau'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5817,"[np.str_('Machine Learning'), np.str_('R'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,판교/분당,8399,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5863,"[np.str_('Excel'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,판교/분당,5796,"[np.str_('SQL'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5904,"[np.str_('R'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,신입,판교/분당,3914,"[np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,7791,"[np.str_('R'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6112,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,5886,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('Python'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5831,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,5632,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('R'), np.str_('Excel')]",4
데이터 분석가,신입,서울 강남구,3610,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,7805,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,5978,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('R'), np.str_('Python'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,8667,"[np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9311,"[np.str_('Python'), np.str_('Tableau'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,9222,"[np.str_('Python'), np.str_('Excel'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6015,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,5535,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('R')]",3
데이터 분석가,신입,서울 강남구,3286,"[np.str_('SQL'), np.str_('Python')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,9760,"[np.str_('SQL'), np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6338,"[np.str_('SQL'), np.str_('R'), np.str_('Excel'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6341,"[np.str_('Tableau'), np.str_('R'), np.str_('Python'), np.str_('Excel'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,4612,"[np.str_('Machine Learning'), np.str_('Tableau')]",2
데이터 분석가,신입,서울 성동구,3527,"[np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,5067,"[np.str_('Python'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 구로구,3792,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,10014,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6602,"[np.str_('R'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,서울 마포구,3773,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6688,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Tableau')]",3
데이터 분석가,신입,서울 마포구,3695,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,7192,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8261,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,신입,서울 마포구,3533,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,9675,"[np.str_('Machine Learning'), np.str_('Python')]",2
데이터 분석가,신입,서울 마포구,3581,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6176,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL'), np.str_('Excel'), np.str_('R')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,7910,"[np.str_('SQL'), np.str_('Python'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5541,"[np.str_('SQL'), np.str_('Excel'), np.str_('Machine Learning')]",3
데이터 분석가,신입,서울 마포구,3470,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5845,"[np.str_('Python'), np.str_('SQL'), np.str_('R'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5861,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,9423,"[np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5873,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,8314,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,경력 8년차 이상,판교/분당,8990,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6051,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8492,"[np.str_('R'), np.str_('SQL'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6578,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,9435,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,신입,서울 강남구,3958,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,판교/분당,9300,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,5713,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6488,"[np.str_('Python'), np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5798,"[np.str_('Tableau'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,9871,"[np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau')]",4
데이터 분석가,신입,판교/분당,3781,"[np.str_('SQL'), np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",5
데이터 분석가,신입,서울 성동구,3314,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,판교/분당,10525,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,9608,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,판교/분당,9014,"[np.str_('R'), np.str_('Python')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,8511,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Excel'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,7982,"[np.str_('Python'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 구로구,9376,"[np.str_('R'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6171,"[np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",4
데이터 분석가,신입,서울 마포구,3292,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,8399,"[np.str_('Tableau'), np.str_('SQL'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6283,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('R'), np.str_('Excel'), np.str_('Python')]",5
데이터 분석가,신입,판교/분당,3904,"[np.str_('SQL'), np.str_('Machine Learning'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6208,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9763,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6266,"[np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,5726,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6020,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5585,"[np.str_('SQL'), np.str_('Excel'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5476,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5813,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,신입,서울 성동구,3463,"[np.str_('R'), np.str_('SQL'), np.str_('Python'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,9324,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6182,"[np.str_('Python'), np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9839,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8923,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6227,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,8991,"[np.str_('Tableau'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,판교/분당,5997,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8111,"[np.str_('Tableau'), np.str_('Excel'), np.str_('R'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,5584,"[np.str_('Python'), np.str_('Tableau'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8040,"[np.str_('Tableau'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5556,"[np.str_('Excel'), np.str_('R'), np.str_('Python'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,5608,"[np.str_('Tableau'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,신입,판교/분당,3607,"[np.str_('Python'), np.str_('Excel'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8033,"[np.str_('Python'), np.str_('SQL'), np.str_('Tableau'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,9582,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,6279,"[np.str_('Excel'), np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5156,"[np.str_('Tableau'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5071,"[np.str_('R'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,판교/분당,9487,"[np.str_('Python'), np.str_('Tableau'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",5
데이터 분석가,신입,서울 성동구,3434,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,판교/분당,8266,"[np.str_('Python'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6780,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6596,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",3
데이터 분석가,신입,서울 마포구,3367,"[np.str_('Python'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 성동구,4030,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,판교/분당,7098,"[np.str_('Machine Learning'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5737,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,9583,"[np.str_('R'), np.str_('Excel'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau')]",5
데이터 분석가,신입,판교/분당,3851,"[np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6712,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5067,"[np.str_('R'), np.str_('Excel')]",2
데이터 분석가,신입,서울 마포구,4016,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('R')]",5
데이터 분석가,신입,서울 강남구,4056,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6519,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,5542,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,6183,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6192,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5940,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,신입,서울 마포구,3380,"[np.str_('Python'), np.str_('R'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6527,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,7806,"[np.str_('Cloud(AWS/GCP)'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,5577,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9374,"[np.str_('Tableau'), np.str_('R'), np.str_('Python'), np.str_('Machine Learning'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,6245,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9148,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,8838,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python'), np.str_('Excel'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,6587,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,9249,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,신입,서울 구로구,3104,"[np.str_('Tableau'), np.str_('Python')]",2
데이터 분석가,신입,서울 구로구,3278,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,8530,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Excel'), np.str_('Python')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8662,"[np.str_('Excel'), np.str_('Python')]",2
데이터 분석가,신입,판교/분당,3193,"[np.str_('Excel'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5570,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,신입,서울 강남구,4017,"[np.str_('Python'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,서울 구로구,5122,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8154,"[np.str_('Excel'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,6122,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6172,"[np.str_('SQL'), np.str_('Python'), np.str_('Excel'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5415,"[np.str_('R'), np.str_('Python')]",2
데이터 분석가,신입,서울 구로구,3994,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6652,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('Excel'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6495,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,9037,"[np.str_('Excel'), np.str_('Python'), np.str_('R'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,8689,"[np.str_('Python'), np.str_('R'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('SQL')]",5
데이터 분석가,신입,서울 구로구,3626,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,9375,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,판교/분당,8715,"[np.str_('Tableau'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,9947,"[np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5598,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6351,"[np.str_('Tableau'), np.str_('R'), np.str_('SQL'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,6094,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python')]",4
데이터 분석가,신입,서울 마포구,3158,"[np.str_('Python'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,4769,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,판교/분당,7238,"[np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning'), np.str_('R'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5510,"[np.str_('Python'), np.str_('R'), np.str_('Excel'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,8965,"[np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6507,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('SQL')]",5
데이터 분석가,신입,서울 구로구,3643,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8512,"[np.str_('Python'), np.str_('SQL'), np.str_('R'), np.str_('Machine Learning'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 구로구,8249,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,판교/분당,10525,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,7364,"[np.str_('SQL'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5312,"[np.str_('Tableau'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 성동구,9583,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Python'), np.str_('SQL')]",4
데이터 분석가,신입,서울 구로구,2966,"[np.str_('Excel'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6456,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Tableau'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5439,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('SQL')]",4
데이터 분석가,신입,서울 구로구,3674,"[np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",4
데이터 분석가,신입,서울 성동구,3573,"[np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,6124,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,9274,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Excel'), np.str_('SQL'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5685,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning')]",4
데이터 분석가,신입,서울 마포구,3763,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,8920,"[np.str_('Python'), np.str_('Excel'), np.str_('SQL'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,판교/분당,7048,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5436,"[np.str_('Excel'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",3
