work_year,experience_level,job_title,salary_in_usd,employment_type,company_location
2023,EN,Data Engineer,67055,FT,US
2024,MI,BI Analyst,68363,FT,US
2024,SE,Marketing Analyst,110228,FT,US
2025,EN,Marketing Analyst,53018,FT,US
2025,SE,Sales Analyst,85768,FT,US
2025,EN,Backend Developer,60376,FT,US
2025,MI,Data Analyst,85472,FT,US
2023,SE,HR Analyst,97429,FT,US
2023,MI,Frontend Developer,87699,FT,US
2025,SE,Backend Developer,175297,FT,US
2025,EN,Analytics Engineer,75513,FT,US
2023,SE,ETL Developer,119094,FT,US
2025,MI,BI Analyst,67926,FT,US
2025,SE,Analytics Engineer,118799,FT,US
2024,MI,Backend Developer,120266,FT,US
2024,MI,Sales Analyst,58187,FT,US
2025,EN,Product Designer,52966,FT,US
2024,MI,Software Engineer,95550,FT,US
2023,SE,Marketing Analyst,98216,FT,US
2024,EN,Business Analyst,53687,FT,US
2024,MI,Product Designer,105585,FT,US
2023,SE,Backend Developer,167770,FT,US
2024,MI,Administrative Assistant,45132,FT,US
2024,MI,Frontend Developer,88192,FT,US
2025,EX,Product Designer,179235,FT,US
2024,MI,HR Analyst,64446,FT,US
2024,EN,Data Engineer,89782,FT,US
2024,EN,Data Engineer,65307,FT,US
2023,SE,Data Analyst,123009,FT,US
2024,EN,Data Analyst,52760,FT,US
2024,SE,Administrative Assistant,75908,FT,US
2024,SE,HR Analyst,106209,FT,US
2023,EN,ETL Developer,69306,FT,US
2023,EN,Full-Stack Developer,68661,FT,US
2023,SE,UI/UX Designer,133997,FT,US
2024,SE,Analytics Engineer,142128,FT,US
2024,MI,Data Engineer,131508,FT,US
2024,MI,Financial Analyst,71118,FT,US
2024,SE,Data Analyst,100742,FT,US
2023,MI,Administrative Assistant,50693,FT,US
2025,MI,Analytics Engineer,84920,FT,US
2024,MI,Business Analyst,90480,FT,US
2025,MI,Sales Analyst,60959,FT,US
2025,EN,Marketing Analyst,50088,FT,US
2025,MI,Backend Developer,102423,FT,US
2024,MI,HR Analyst,73839,FT,US
2024,SE,ETL Developer,150886,FT,US
2024,SE,BI Analyst,130610,FT,US
2024,MI,Backend Developer,89201,FT,US
2023,SE,Backend Developer,120113,FT,US
2025,EN,Business Analyst,66202,FT,US
2024,EN,ETL Developer,71919,FT,US
2025,EN,ETL Developer,71477,FT,US
2023,SE,Product Designer,148799,FT,US
2023,MI,Marketing Analyst,80595,FT,US
2025,SE,Frontend Developer,130098,FT,US
2023,EN,Data Engineer,71157,FT,US
2023,SE,Software Engineer,168751,FT,US
2024,MI,Analytics Engineer,79322,FT,US
2024,MI,Business Analyst,65273,FT,US
2024,EX,Full-Stack Developer,236290,FT,US
2025,EN,Data Analyst,45760,FT,US
2023,EN,UI/UX Designer,65771,FT,US
2024,EX,ETL Developer,171476,FT,US
2024,MI,Backend Developer,92064,FT,US
2025,SE,Data Analyst,122541,FT,US
2024,EN,Administrative Assistant,32687,FT,US
2024,MI,Business Analyst,68752,FT,US
2023,MI,Frontend Developer,85189,FT,US
2025,EX,Financial Analyst,165844,FT,US
2025,MI,Software Engineer,118627,FT,US
2024,EN,Product Designer,63660,FT,US
2023,MI,Data Engineer,110760,FT,US
2025,EN,Analytics Engineer,64168,FT,US
2025,SE,Data Analyst,114462,FT,US
2024,EN,Business Analyst,57018,FT,US
2024,EN,Data Analyst,61127,FT,US
2024,MI,HR Analyst,54898,FT,US
2023,MI,ETL Developer,97729,FT,US
2023,MI,Financial Analyst,68498,FT,US
2023,MI,Full-Stack Developer,94883,FT,US
2025,EX,Frontend Developer,208082,FT,US
2025,EN,Administrative Assistant,32396,FT,US
2024,EN,Analytics Engineer,76411,FT,US
2023,EX,BI Analyst,160382,FT,US
2023,MI,Backend Developer,122201,FT,US
2025,SE,Software Engineer,173207,FT,US
2025,MI,Backend Developer,119635,FT,US
2025,SE,Sales Analyst,111992,FT,US
2023,SE,BI Analyst,128810,FT,US
2024,EN,Data Analyst,50439,FT,US
2025,SE,Sales Analyst,89753,FT,US
2024,EN,HR Analyst,38453,FT,US
2025,MI,Marketing Analyst,56752,FT,US
2025,EX,Backend Developer,228070,FT,US
2024,MI,Data Engineer,108904,FT,US
2024,MI,Software Engineer,115204,FT,US
2024,SE,Data Engineer,154675,FT,US
2025,EX,Financial Analyst,139922,FT,US
2025,SE,Product Designer,131410,FT,US
2024,MI,BI Analyst,89585,FT,US
2023,MI,Frontend Developer,87757,FT,US
2024,EN,BI Analyst,66524,FT,US
2023,SE,Software Engineer,161030,FT,US
2024,MI,Sales Analyst,77643,FT,US
2023,EN,Administrative Assistant,32985,FT,US
2023,MI,Administrative Assistant,56553,FT,US
2024,EN,UI/UX Designer,50945,FT,US
2023,MI,Product Designer,101126,FT,US
2023,SE,Administrative Assistant,82000,FT,US
2024,MI,Backend Developer,95133,FT,US
2024,EN,Software Engineer,64455,FT,US
2025,SE,HR Analyst,76490,FT,US
2023,MI,Data Analyst,78017,FT,US
2024,MI,Data Engineer,115156,FT,US
2024,EN,UI/UX Designer,50489,FT,US
2025,EN,Data Engineer,71714,FT,US
2025,MI,Software Engineer,111260,FT,US
2023,EN,Frontend Developer,74617,FT,US
2024,MI,Financial Analyst,82939,FT,US
2025,MI,Software Engineer,129046,FT,US
2024,MI,Marketing Analyst,76291,FT,US
2024,MI,Software Engineer,125497,FT,US
2025,MI,Business Analyst,87701,FT,US
2024,SE,Financial Analyst,102091,FT,US
2023,MI,Marketing Analyst,68016,FT,US
2024,EN,Software Engineer,67604,FT,US
2025,EN,Financial Analyst,56277,FT,US
2025,MI,Data Engineer,106697,FT,US
2024,MI,Marketing Analyst,79631,FT,US
2025,MI,Analytics Engineer,77517,FT,US
2024,MI,BI Analyst,85844,FT,US
2023,EN,Software Engineer,74050,FT,US
2023,SE,Administrative Assistant,71809,FT,US
2024,MI,Analytics Engineer,95653,FT,US
2025,MI,UI/UX Designer,74849,FT,US
2023,MI,ETL Developer,105287,FT,US
2024,EN,Sales Analyst,48501,FT,US
2025,MI,Full-Stack Developer,88812,FT,US
2024,SE,Software Engineer,168995,FT,US
2025,SE,Full-Stack Developer,150915,FT,US
2025,MI,UI/UX Designer,96932,FT,US
2025,SE,Sales Analyst,106701,FT,US
2023,MI,UI/UX Designer,74526,FT,US
2024,EN,HR Analyst,42036,FT,US
2025,SE,Marketing Analyst,104914,FT,US
2023,EN,Analytics Engineer,73321,FT,US
2023,EN,Frontend Developer,69602,FT,US
2025,MI,ETL Developer,87941,FT,US
2024,EN,Sales Analyst,56207,FT,US
2024,SE,Frontend Developer,149415,FT,US
2023,MI,Software Engineer,123932,FT,US
2024,MI,HR Analyst,75743,FT,US
2023,EN,Backend Developer,86300,FT,US
2024,SE,Marketing Analyst,104923,FT,US
2023,SE,Administrative Assistant,63715,FT,US
2025,SE,Marketing Analyst,108400,FT,US
2025,EN,Financial Analyst,48825,FT,US
2024,MI,UI/UX Designer,76236,FT,US
2023,EX,Software Engineer,256829,FT,US
2023,EN,Software Engineer,80969,FT,US
2025,SE,Administrative Assistant,62125,FT,US
2023,SE,Data Engineer,147455,FT,US
2023,EN,Full-Stack Developer,64167,FT,US
2024,MI,Data Engineer,95392,FT,US
2025,MI,Product Designer,75712,FT,US
2023,SE,BI Analyst,98808,FT,US
2025,SE,Business Analyst,93071,FT,US
2023,MI,HR Analyst,58666,FT,US
2025,SE,Sales Analyst,77622,FT,US
2024,EX,Analytics Engineer,183975,FT,US
2025,SE,Product Designer,133028,FT,US
2024,SE,Full-Stack Developer,137585,FT,US
2023,MI,Software Engineer,121304,FT,US
2025,EN,Product Designer,52303,FT,US
2023,EN,Software Engineer,87055,FT,US
2023,SE,Analytics Engineer,122965,FT,US
2025,MI,Analytics Engineer,107899,FT,US
2025,EN,Full-Stack Developer,59613,FT,US
2023,EN,Full-Stack Developer,56267,FT,US
2025,MI,Frontend Developer,107180,FT,US
2025,MI,Financial Analyst,72671,FT,US
2025,MI,UI/UX Designer,76661,FT,US
2024,EN,Sales Analyst,56385,FT,US
2023,EN,Product Designer,71470,FT,US
2024,MI,Sales Analyst,55137,FT,US
2024,EN,Data Analyst,54799,FT,US
2024,MI,Administrative Assistant,49539,FT,US
2025,SE,Business Analyst,124776,FT,US
2024,EX,ETL Developer,180645,FT,US
2024,EN,UI/UX Designer,61399,FT,US
2023,EX,Data Analyst,123297,FT,US
2025,EN,Backend Developer,63342,FT,US
2023,MI,Full-Stack Developer,90351,FT,US
2025,MI,Data Engineer,130528,FT,US
2025,MI,Business Analyst,82267,FT,US
2025,EN,HR Analyst,51154,FT,US
2025,MI,Marketing Analyst,73085,FT,US
2025,EN,HR Analyst,41088,FT,US
2024,SE,Frontend Developer,117739,FT,US
2023,MI,Marketing Analyst,67358,FT,US
2023,EX,Frontend Developer,216852,FT,US
2023,MI,HR Analyst,54697,FT,US
2023,EX,Financial Analyst,162947,FT,US
2025,EN,Administrative Assistant,33383,FT,US
2023,SE,HR Analyst,90423,FT,US
2023,MI,Backend Developer,98366,FT,US
2025,SE,Product Designer,115198,FT,US
2024,MI,Marketing Analyst,68474,FT,US
2024,SE,Marketing Analyst,87970,FT,US
2024,MI,Data Engineer,92067,FT,US
2025,SE,HR Analyst,81681,FT,US
2024,MI,Backend Developer,105586,FT,US
2024,SE,Frontend Developer,123583,FT,US
2023,EN,Administrative Assistant,31734,FT,US
2023,EN,Business Analyst,63207,FT,US
2024,SE,Data Analyst,86012,FT,US
2025,SE,UI/UX Designer,95523,FT,US
2024,MI,Data Engineer,113367,FT,US
2025,EN,Product Designer,69069,FT,US
2024,SE,Marketing Analyst,80912,FT,US
2025,SE,Full-Stack Developer,123814,FT,US
2025,SE,BI Analyst,111006,FT,US
2025,EN,Backend Developer,86827,FT,US
2023,MI,Software Engineer,97683,FT,US
2023,EN,Data Engineer,70523,FT,US
2023,SE,Business Analyst,121964,FT,US
2025,MI,Full-Stack Developer,95636,FT,US
2024,SE,Backend Developer,131809,FT,US
2023,MI,Backend Developer,105248,FT,US
2024,SE,Frontend Developer,107070,FT,US
2023,EN,Product Designer,57506,FT,US
2024,EX,HR Analyst,144441,FT,US
2025,SE,Administrative Assistant,68437,FT,US
2023,MI,Backend Developer,102745,FT,US
2023,EX,Marketing Analyst,124609,FT,US
2023,MI,Full-Stack Developer,116603,FT,US
2025,MI,Sales Analyst,69884,FT,US
2024,MI,Backend Developer,105767,FT,US
2024,EN,Marketing Analyst,49918,FT,US
2025,EN,Backend Developer,65646,FT,US
2023,MI,Full-Stack Developer,87270,FT,US
2025,MI,Data Engineer,108415,FT,US
2023,SE,Marketing Analyst,112413,FT,US
2024,SE,BI Analyst,128941,FT,US
2023,MI,Analytics Engineer,107704,FT,US
2025,MI,Product Designer,90467,FT,US
2023,EN,UI/UX Designer,62807,FT,US
2024,MI,UI/UX Designer,77950,FT,US
2024,EN,Analytics Engineer,71597,FT,US
2024,EN,Data Analyst,54285,FT,US
2025,MI,Data Engineer,108559,FT,US
2023,MI,UI/UX Designer,97511,FT,US
2024,EN,Full-Stack Developer,63209,FT,US
2025,MI,Analytics Engineer,90632,FT,US
2025,EX,Data Engineer,215945,FT,US
2024,SE,HR Analyst,104038,FT,US
2023,EX,Marketing Analyst,126758,FT,US
2025,EN,Administrative Assistant,37753,FT,US
2024,SE,Data Analyst,124926,FT,US
2024,EN,Data Engineer,86912,FT,US
2025,MI,Data Analyst,76175,FT,US
2025,SE,Data Analyst,102443,FT,US
2024,SE,Data Engineer,166412,FT,US
2024,SE,UI/UX Designer,117268,FT,US
2023,MI,Financial Analyst,74816,FT,US
2025,MI,Product Designer,107230,FT,US
2023,SE,Financial Analyst,123041,FT,US
2024,SE,Full-Stack Developer,129188,FT,US
2023,MI,Sales Analyst,72540,FT,US
2025,MI,ETL Developer,103309,FT,US
2023,MI,Full-Stack Developer,98372,FT,US
2024,SE,Data Engineer,173789,FT,US
2023,SE,Business Analyst,128894,FT,US
2025,EN,Marketing Analyst,41196,FT,US
2023,SE,Sales Analyst,92840,FT,US
2024,MI,ETL Developer,96616,FT,US
2023,SE,ETL Developer,110347,FT,US
2024,MI,Marketing Analyst,79529,FT,US
2023,MI,ETL Developer,101501,FT,US
2023,MI,HR Analyst,77864,FT,US
2025,MI,Product Designer,94971,FT,US
2023,SE,UI/UX Designer,128016,FT,US
2025,MI,BI Analyst,90503,FT,US
2023,EN,Data Analyst,52769,FT,US
2023,MI,Backend Developer,97537,FT,US
2024,EN,Data Engineer,81939,FT,US
2023,SE,Software Engineer,153829,FT,US
2023,MI,Data Analyst,88739,FT,US
2025,EN,HR Analyst,49362,FT,US
2025,EN,Software Engineer,76494,FT,US
2025,SE,Financial Analyst,109227,FT,US
2025,MI,Product Designer,106538,FT,US
2025,MI,Data Engineer,121212,FT,US
2024,MI,Frontend Developer,91407,FT,US
2024,MI,Administrative Assistant,45896,FT,US
2025,MI,Marketing Analyst,81628,FT,US
2025,SE,Product Designer,108371,FT,US
2024,SE,Data Engineer,133594,FT,US
2025,EN,Frontend Developer,67055,FT,US
2025,SE,ETL Developer,117718,FT,US
2025,MI,ETL Developer,100640,FT,US
2023,SE,Administrative Assistant,79520,FT,US
2023,SE,ETL Developer,127878,FT,US
2025,SE,Frontend Developer,139848,FT,US
2023,SE,Product Designer,132380,FT,US
2024,MI,BI Analyst,71616,FT,US
2025,EX,BI Analyst,195855,FT,US
2023,SE,Analytics Engineer,121031,FT,US
2023,SE,UI/UX Designer,116541,FT,US
2023,EN,Marketing Analyst,40734,FT,US
2025,EN,Product Designer,63093,FT,US
2023,EX,Product Designer,164814,FT,US
2024,MI,Data Analyst,86270,FT,US
2024,MI,BI Analyst,75955,FT,US
2023,MI,Analytics Engineer,99816,FT,US
2024,SE,Product Designer,115148,FT,US
2024,MI,Backend Developer,109033,FT,US
2024,MI,Full-Stack Developer,116504,FT,US
2025,EX,ETL Developer,159223,FT,US
2024,SE,BI Analyst,102713,FT,US
2023,MI,Software Engineer,131493,FT,US
2025,EN,HR Analyst,49765,FT,US
2023,SE,Software Engineer,135751,FT,US
2024,MI,HR Analyst,77515,FT,US
2025,MI,Frontend Developer,82328,FT,US
2025,EN,HR Analyst,39013,FT,US
2023,SE,Software Engineer,138212,FT,US
2024,MI,BI Analyst,67672,FT,US
2024,MI,Administrative Assistant,55056,FT,US
2025,EN,Marketing Analyst,50611,FT,US
2023,EN,Full-Stack Developer,73778,FT,US
2024,SE,Business Analyst,116274,FT,US
2025,MI,Software Engineer,114589,FT,US
2024,MI,Data Engineer,94349,FT,US
2024,SE,Software Engineer,137766,FT,US
2024,SE,Administrative Assistant,64960,FT,US
2023,EX,Analytics Engineer,216720,FT,US
2025,MI,UI/UX Designer,68649,FT,US
2025,MI,Sales Analyst,66239,FT,US
2023,SE,Financial Analyst,119963,FT,US
2025,SE,UI/UX Designer,106291,FT,US
2023,MI,Marketing Analyst,61901,FT,US
2024,MI,Financial Analyst,88294,FT,US
2023,MI,UI/UX Designer,97478,FT,US
2024,MI,Administrative Assistant,49758,FT,US
2023,SE,ETL Developer,126372,FT,US
2024,MI,Product Designer,107336,FT,US
2023,EN,Business Analyst,58108,FT,US
2024,MI,Sales Analyst,56621,FT,US
2024,SE,Business Analyst,110351,FT,US
2025,SE,Marketing Analyst,103373,FT,US
2023,MI,ETL Developer,75569,FT,US
2023,EN,HR Analyst,41903,FT,US
2024,MI,Analytics Engineer,108418,FT,US
2024,EN,Data Engineer,73367,FT,US
2025,MI,Business Analyst,84195,FT,US
2023,MI,Backend Developer,96870,FT,US
2023,EN,Backend Developer,79896,FT,US
2024,SE,Data Analyst,109808,FT,US
2023,EN,Software Engineer,71792,FT,US
2025,EX,ETL Developer,172036,FT,US
2025,SE,BI Analyst,121011,FT,US
2023,SE,Financial Analyst,103351,FT,US
2025,MI,Data Engineer,131911,FT,US
2024,EN,Sales Analyst,41120,FT,US
2024,EN,ETL Developer,66088,FT,US
2023,MI,HR Analyst,55484,FT,US
2023,EN,Financial Analyst,55041,FT,US
2025,SE,Product Designer,107543,FT,US
2024,SE,Software Engineer,136573,FT,US
2025,MI,UI/UX Designer,100376,FT,US
2025,MI,Product Designer,109109,FT,US
2025,EN,BI Analyst,67970,FT,US
2023,EN,Administrative Assistant,28196,FT,US
2024,EN,Backend Developer,76421,FT,US
2025,EX,UI/UX Designer,197416,FT,US
2023,SE,Business Analyst,95226,FT,US
2023,MI,Business Analyst,90215,FT,US
2023,SE,UI/UX Designer,124384,FT,US
2024,MI,Backend Developer,87061,FT,US
2025,MI,Marketing Analyst,78503,FT,US
2024,MI,UI/UX Designer,93618,FT,US
2023,EN,ETL Developer,60933,FT,US
2024,SE,Financial Analyst,91694,FT,US
2024,SE,ETL Developer,107296,FT,US
2025,EX,Full-Stack Developer,232229,FT,US
2023,EN,Frontend Developer,60492,FT,US
2025,SE,Financial Analyst,92898,FT,US
2025,MI,Frontend Developer,80830,FT,US
2023,MI,BI Analyst,68188,FT,US
2024,MI,Product Designer,86902,FT,US
2023,MI,BI Analyst,84768,FT,US
2024,MI,Marketing Analyst,78553,FT,US
2023,EN,BI Analyst,58644,FT,US
2025,SE,Data Analyst,114494,FT,US
2023,SE,Business Analyst,111394,FT,US
2025,EX,Frontend Developer,210760,FT,US
2025,EN,ETL Developer,62008,FT,US
2024,EN,Product Designer,59844,FT,US
2023,MI,ETL Developer,84836,FT,US
2023,MI,Administrative Assistant,45164,FT,US
2024,MI,Business Analyst,88304,FT,US
2025,SE,HR Analyst,73569,FT,US
2023,MI,Business Analyst,87128,FT,US
2023,SE,Business Analyst,115737,FT,US
2025,SE,BI Analyst,100269,FT,US
2024,MI,Financial Analyst,78599,FT,US
2025,EN,ETL Developer,65098,FT,US
2025,MI,BI Analyst,88638,FT,US
2025,MI,Sales Analyst,72680,FT,US
2023,MI,Backend Developer,119160,FT,US
2025,MI,ETL Developer,98191,FT,US
2023,MI,Software Engineer,117346,FT,US
2024,SE,Analytics Engineer,116773,FT,US
2024,MI,Analytics Engineer,102576,FT,US
2023,MI,Administrative Assistant,59621,FT,US
2024,SE,Administrative Assistant,60707,FT,US
2025,MI,BI Analyst,86103,FT,US
2023,MI,Administrative Assistant,50804,FT,US
2025,EN,Marketing Analyst,42871,FT,US
2024,SE,Financial Analyst,93302,FT,US
2023,EN,Software Engineer,84081,FT,US
2023,EN,Frontend Developer,65171,FT,US
2023,EN,Backend Developer,62980,FT,US
2025,MI,Sales Analyst,55882,FT,US
2023,SE,Data Engineer,123816,FT,US
2023,MI,Data Engineer,114113,FT,US
2024,EN,Marketing Analyst,46834,FT,US
2024,EN,Product Designer,60796,FT,US
2025,EN,UI/UX Designer,52336,FT,US
2023,SE,Analytics Engineer,114691,FT,US
2025,EN,Software Engineer,91015,FT,US
2023,MI,Data Engineer,99557,FT,US
2024,MI,Financial Analyst,72921,FT,US
2025,MI,Sales Analyst,57754,FT,US
2024,SE,Frontend Developer,149128,FT,US
2023,MI,Sales Analyst,64555,FT,US
2025,SE,UI/UX Designer,128864,FT,US
2024,EN,Marketing Analyst,51512,FT,US
2023,EX,Business Analyst,177963,FT,US
2025,MI,Marketing Analyst,56110,FT,US
2025,MI,Analytics Engineer,108039,FT,US
2023,SE,Sales Analyst,110202,FT,US
2024,EN,Marketing Analyst,49864,FT,US
2023,SE,HR Analyst,94884,FT,US
2023,EN,Financial Analyst,45676,FT,US
2024,EN,Marketing Analyst,45814,FT,US
2023,MI,Frontend Developer,99544,FT,US
2025,EX,Analytics Engineer,219094,FT,US
2024,EN,Backend Developer,72383,FT,US
2023,EX,Software Engineer,184569,FT,US
2023,SE,Data Engineer,127242,FT,US
2023,MI,Financial Analyst,82765,FT,US
2023,SE,Data Analyst,92187,FT,US
2023,SE,Data Analyst,92715,FT,US
2024,MI,Product Designer,109170,FT,US
2025,EN,HR Analyst,43487,FT,US
2023,MI,Analytics Engineer,108987,FT,US
2024,MI,Backend Developer,87496,FT,US
2025,EN,BI Analyst,62065,FT,US
2024,MI,Administrative Assistant,43272,FT,US
2025,MI,UI/UX Designer,80489,FT,US
2024,SE,Software Engineer,177940,FT,US
2023,MI,ETL Developer,84318,FT,US
2024,MI,Full-Stack Developer,105908,FT,US
2023,MI,Business Analyst,80304,FT,US
2023,EN,Analytics Engineer,58342,FT,US
2023,MI,HR Analyst,64133,FT,US
2024,EN,Product Designer,69994,FT,US
2025,MI,Frontend Developer,85238,FT,US
2023,MI,Sales Analyst,75138,FT,US
2025,EN,Software Engineer,81473,FT,US
2025,SE,Business Analyst,108313,FT,US
2025,SE,Administrative Assistant,63511,FT,US
2025,MI,Marketing Analyst,57050,FT,US
2023,SE,Marketing Analyst,116362,FT,US
2025,SE,HR Analyst,84127,FT,US
2024,SE,Frontend Developer,154600,FT,US
2025,MI,Full-Stack Developer,90276,FT,US
2024,EN,Analytics Engineer,66598,FT,US
2024,MI,Software Engineer,96478,FT,US
2023,SE,Full-Stack Developer,144561,FT,US
2023,EN,ETL Developer,53077,FT,US
2025,EN,Administrative Assistant,31453,FT,US
2023,MI,Marketing Analyst,71603,FT,US
2024,MI,Marketing Analyst,71818,FT,US
2024,MI,Sales Analyst,74804,FT,US
2024,EX,Product Designer,167652,FT,US
2023,MI,ETL Developer,105074,FT,US
2024,MI,Product Designer,102903,FT,US
2024,EN,ETL Developer,72792,FT,US
2024,MI,Business Analyst,94102,FT,US
2025,EN,Software Engineer,67437,FT,US
2023,MI,HR Analyst,75033,FT,US
2024,SE,Marketing Analyst,98200,FT,US
2024,MI,Software Engineer,90562,FT,US
2024,SE,UI/UX Designer,131702,FT,US
2023,MI,Administrative Assistant,49816,FT,US
2023,MI,Business Analyst,81686,FT,US
2025,SE,ETL Developer,136768,FT,US
2025,MI,BI Analyst,83285,FT,US
2024,MI,Sales Analyst,62238,FT,US
2025,EN,Marketing Analyst,39843,FT,US
2023,MI,BI Analyst,67649,FT,US
2023,EN,Backend Developer,78944,FT,US
2025,SE,Software Engineer,177604,FT,US
2023,MI,Financial Analyst,84312,FT,US
2023,MI,Software Engineer,99501,FT,US
2025,SE,Frontend Developer,118087,FT,US
2025,SE,Business Analyst,114108,FT,US
2024,SE,Data Engineer,161515,FT,US
2024,EN,Software Engineer,79848,FT,US
2024,EN,Analytics Engineer,66269,FT,US
2023,SE,ETL Developer,109049,FT,US
2025,EN,Software Engineer,83344,FT,US
2025,MI,Data Analyst,73311,FT,US
2024,EN,Marketing Analyst,54497,FT,US
2025,EN,Marketing Analyst,48499,FT,US
2023,EN,HR Analyst,51098,FT,US
2025,SE,Full-Stack Developer,150257,FT,US
2025,SE,ETL Developer,102335,FT,US
2023,SE,Full-Stack Developer,123727,FT,US
2023,SE,Administrative Assistant,73564,FT,US
2023,EX,Data Engineer,235501,FT,US
2025,SE,Product Designer,140931,FT,US
2023,MI,Business Analyst,91467,FT,US
2025,SE,Administrative Assistant,56254,FT,US
2025,SE,Marketing Analyst,97987,FT,US
2024,SE,Marketing Analyst,102837,FT,US
2024,MI,Product Designer,85979,FT,US
2023,EX,Marketing Analyst,150996,FT,US
2023,EN,Business Analyst,54702,FT,US
2025,MI,Data Analyst,77569,FT,US
2025,SE,HR Analyst,86132,FT,US
2023,SE,BI Analyst,135701,FT,US
2025,MI,Product Designer,80364,FT,US
2023,EN,UI/UX Designer,67086,FT,US
2024,SE,Full-Stack Developer,131104,FT,US
2023,EN,Marketing Analyst,40738,FT,US
2023,SE,BI Analyst,134088,FT,US
2023,MI,Sales Analyst,78382,FT,US
2024,SE,Data Engineer,128535,FT,US
2023,MI,BI Analyst,89183,FT,US
2025,SE,Full-Stack Developer,137421,FT,US
2025,MI,Analytics Engineer,94349,FT,US
2023,SE,ETL Developer,102267,FT,US
2023,MI,Administrative Assistant,50669,FT,US
2024,MI,Administrative Assistant,49494,FT,US
2025,SE,Administrative Assistant,81188,FT,US
2024,EN,Full-Stack Developer,74839,FT,US
2024,EN,HR Analyst,43157,FT,US
2023,SE,Sales Analyst,80471,FT,US
2024,MI,Business Analyst,81306,FT,US
2024,MI,Frontend Developer,78702,FT,US
2025,MI,Marketing Analyst,78898,FT,US
2023,SE,Data Analyst,123810,FT,US
2025,MI,HR Analyst,69619,FT,US
2025,MI,Backend Developer,113292,FT,US
2024,MI,Administrative Assistant,57971,FT,US
2025,SE,Business Analyst,128082,FT,US
2024,SE,Analytics Engineer,123456,FT,US
2025,MI,Sales Analyst,68575,FT,US
2023,EN,Business Analyst,61138,FT,US
2023,MI,Data Engineer,123567,FT,US
2024,MI,Frontend Developer,104288,FT,US
2024,EN,Data Analyst,49258,FT,US
2025,EN,Frontend Developer,54882,FT,US
2024,MI,Full-Stack Developer,100926,FT,US
2023,MI,Data Engineer,116839,FT,US
2023,SE,Administrative Assistant,64662,FT,US
2023,EN,Product Designer,61119,FT,US
2024,EN,Administrative Assistant,39185,FT,US
2024,MI,BI Analyst,74900,FT,US
2024,MI,Data Analyst,84265,FT,US
2025,MI,Product Designer,101030,FT,US
2023,MI,HR Analyst,74132,FT,US
2023,MI,HR Analyst,58358,FT,US
2024,MI,Frontend Developer,92669,FT,US
2024,EN,Software Engineer,61987,FT,US
2023,MI,ETL Developer,80306,FT,US
2025,SE,ETL Developer,104606,FT,US
2024,EN,UI/UX Designer,61286,FT,US
2024,EN,Sales Analyst,56387,FT,US
2023,MI,Analytics Engineer,84496,FT,US
2023,MI,Financial Analyst,67422,FT,US
2024,EN,Full-Stack Developer,62667,FT,US
2025,EN,ETL Developer,53253,FT,US
2023,MI,Marketing Analyst,83847,FT,US
2023,EN,HR Analyst,54469,FT,US
2023,MI,UI/UX Designer,86967,FT,US
2025,EN,Marketing Analyst,58072,FT,US
2023,EN,HR Analyst,53056,FT,US
2023,MI,Product Designer,95747,FT,US
2024,SE,Data Engineer,178994,FT,US
2024,EN,Frontend Developer,76642,FT,US
2024,EN,Frontend Developer,76342,FT,US
2024,EN,ETL Developer,61231,FT,US
2024,EN,Financial Analyst,50509,FT,US
2023,EN,Financial Analyst,52986,FT,US
2024,MI,Data Analyst,68232,FT,US
2023,SE,HR Analyst,104172,FT,US
2023,MI,Data Engineer,102650,FT,US
2023,MI,Full-Stack Developer,98695,FT,US
2024,EN,ETL Developer,54131,FT,US
2025,MI,Full-Stack Developer,105114,FT,US
2023,SE,Product Designer,125003,FT,US
2024,MI,Full-Stack Developer,110959,FT,US
2024,SE,Product Designer,144644,FT,US
2024,EN,UI/UX Designer,60344,FT,US
2024,SE,Backend Developer,145954,FT,US
2024,EX,Data Engineer,260987,FT,US
2023,EN,Data Engineer,77542,FT,US
2023,SE,Sales Analyst,79549,FT,US
2024,SE,Software Engineer,178893,FT,US
2025,EN,Analytics Engineer,71033,FT,US
2024,SE,Financial Analyst,109831,FT,US
2024,MI,Financial Analyst,78234,FT,US
2025,SE,BI Analyst,111673,FT,US
2024,SE,Product Designer,134077,FT,US
2025,SE,Administrative Assistant,83778,FT,US
2025,EN,Marketing Analyst,57016,FT,US
2023,MI,Financial Analyst,71864,FT,US
2023,MI,Data Engineer,94700,FT,US
2024,MI,Backend Developer,114779,FT,US
2024,SE,Data Engineer,149976,FT,US
2023,EN,Business Analyst,62020,FT,US
2025,EN,HR Analyst,37767,FT,US
2023,EN,Financial Analyst,64136,FT,US
2023,EN,Product Designer,64657,FT,US
2025,SE,HR Analyst,106652,FT,US
2024,MI,BI Analyst,94996,FT,US
2024,EN,Sales Analyst,44173,FT,US
2025,EN,Sales Analyst,50329,FT,US
2023,EN,Software Engineer,68714,FT,US
2023,SE,BI Analyst,114022,FT,US
2025,EX,Software Engineer,193649,FT,US
2025,MI,Analytics Engineer,104692,FT,US
2025,MI,Software Engineer,106125,FT,US
2023,MI,Frontend Developer,100934,FT,US
2024,SE,Full-Stack Developer,160265,FT,US
2025,MI,Full-Stack Developer,86356,FT,US
